US	9804717	R3GF5CSOTUOAW2	B00BGA9Y3W	352118775	Destiny	Video Games	5	3	3	N	N	HATE IT	MY BOYFRIEND PLAYS THIS ALL THE TIME INSTEAD OF TEXTING ME SO I GUESS ITS A GOOD ASS GAME.	2015-08-20
US	45915296	R3IBZ308TGQC7F	B002RYLG4Q	618355088	NES Retro Entertainment System	Video Games	1	1	1	N	Y	Very disappointing doesn't work	Item didn't work, tried hooking up to multiple tv's, tried a couple different games. The system didn't read any of the games just shows a gray screen with lines. Unfortunately I missed the return window by 1 day.	2015-08-20
US	30926094	R2ASB7S5HKWTJW	B00HYDATCA	526971222	SlickBlue Protective Silicone Case for Microsoft Xbox One Controller	Video Games	4	0	0	N	Y	The covers look good and fit snug on the controller	The covers look good and fit snug on the controller. The only issue is that the opening on the bottom is not big enough for the OEM headset or most aftermarket headsets to plug in. After a little modification with a razor blade, they look great and the headsets plug in just fine.	2015-08-20
US	44414922	R2PDV78ZW6ZNZ9	B00KME8KFG	160238873	Battlefield Hardline	Video Games	4	0	0	N	Y	Solid Storyline	Solid Game just not long enough.  Customizing the Weapons is a lot better than most of the Games out there.	2015-08-20
US	38342695	R131I5SJGIYW8X	B00N4OAELY	272196441	Nintendo Wii Remote Plus	Video Games	5	0	0	N	Y	Five Stars	Works great!	2015-08-20
US	17942506	R26892DD5ISNT1	B00V86C4LS	375499210	Nintendo Amiibo	Video Games	5	0	1	N	Y	Its wario. SWEEEEEEEEEET!!	Its wario. SWEEEEEEEEEET!!	2015-08-20
US	27010766	R1OCT6DUOOLYAV	B00000INR2	773737678	Nintendo 64 Expansion Pak	Video Games	5	0	0	N	Y	Great product and timely shipping	Great product and timely shipping, I can play DK 64 again! lol. Also, I'm very happy this was an actual Nintendo Product, because there's a 3rd party expansion pack that can fry the 64. Thanks again!!	2015-08-20
US	51757852	R15D4UYSKG5F93	B004BYDPJO	581812653	Two Worlds II Official Strategy Guide	Video Games	2	1	1	N	Y	Weak	This guide provides FAR less than you are expecting.  The lack of detail is ridiculous.  Let me give you two (of MANY) examples:<br />1. In one quest (&#34;Black Candles&#34;), you are supposed to deliver two candles.  The guide tells you where to deliver them, but it just gives the general location.  It does NOT tell you that you have to put them in a basket that is hidden behind a partition.  So you wander around for a long time trying to figure out what to do, and then look it up on the internet.  You wonder why you bought such an unhelpful guide.<br />2. In another quest (&#34;The Transaction&#34;), you must talk to a guy named Tongue.  The guide says to see him &#34;in the same house in which he tested your loyalty and skill.&#34;  Yet it had been quite awhile since I had been there, and I forgot where he was.  Isn't a GUIDE like this supposed to provide better GUIDANCE?<br /><br />In addition to it's lack of specifics, there is also a lack of general information.  For example, there are symbols next to the numbers on your gear.  The (next to useless) manual that goes with the game does not tell you what those symbols mean.  One would think that a game guide written by the developers themselves would correct that omission.  Unfortunately, this guide does not.  One gets the impression that the people who wrote the guide (and the manual) are just lazy.	2015-08-20
US	24100357	R3RU9INDMYE79B	B00CXCCH1I	737158163	UFC	Video Games	1	1	2	N	Y	One Star	My my opinion this game its ok but its not worth 59.99 !!!	2015-08-20
US	23480361	R25NXZ3YK8UTOO	B00CJ7IUIQ	393666170	The Elder Scrolls V: Skyrim Legendary Edition	Video Games	5	0	0	N	Y	Addictive!!!	After many months of play, I seriously had to take a break and get back to real life.  I can't wait to get some play time in once winter takes hold.	2015-08-20
US	52325828	R210CMJ35ZFF68	B004TOC7G8	966431687	Playseat Logitech G27 Gearshift Support	Video Games	4	0	0	N	Y	Good that you won't need screws to install it and ...	A must if you have the Playseat Challenge.  Provides adequate bracing for the Logitech G27 shifter.  Good that you won't need screws to install it and that it places the shifter perfectly where you want it.  But you have to ask, why wasn't this essential piece included with the Playseat Challenge in the first place?  Why are we made to buy it separately?	2015-08-20
US	974197	R149PBBPOZQIOX	B00HYD4ZVQ	173727480	Slickblue™ Protective Silicone Case for Sony Playstation 4 PS4 Controller - Various Color	Video Games	5	0	0	N	Y	Five Stars	They look badass	2015-08-20
US	12741661	R3HK6VJZCO3G10	B00ENFVS5Y	333074293	Thrustmaster TX Racing Wheel Ferrari 458 Italia Edition	Video Games	5	1	1	N	Y	I recommend updating the firmware before using the wheel	I recommend updating the firmware before using the wheel.<br />This wheel was amazing and way better than my Logitech G27 that it replaced. The feel was much more realistic and predictable. Its ultra smooth and strong and didnt have the center deadzone that my G27 had. Im able to keep the car going straight without weaving all over the place. The force feedback is strong and precise and you can definitely feel oversteer and correct for it instantly. I definitely recommend this wheel.<br />The stock pedals leave a little to be desired. The brake pedal spring is fairly light and would benefit from the conical brake mod found on the T3PA pedal set.	2015-08-20
US	9741911	R21HPUEOHIPMA6	B00KQ5TN8Y	889174694	Sword Art Online: Hollow Fragment (Chinese & English)	Video Games	5	0	0	N	Y	Five Stars	its a good game I very like playing it all day	2015-08-20
US	9131147	R28ZL3AU64TIHR	B00YATFPU2	457692239	Nintendo Wii U 32GB Console Splatoon Special Edition Bundle - Black	Video Games	5	1	2	N	Y	My kids and it's a excellent package arrived in time	Brought for. My kids and it's a excellent package arrived in time	2015-08-20
US	18842140	R1U7NR0VAUH4H3	B00DC7G0GG	69973561	Super Mario 3D World - Nintendo Wii U	Video Games	5	0	0	N	Y	Five Stars	It's all ok.	2015-08-20
US	30231492	R1DYY0FYBROCP0	B00KWHIZNK	968712373	Disney INFINITY Disney Infinity: Marvel Super Heroes (2.0 Edition) Characters	Video Games	4	0	0	N	Y	Four Stars	My son loves this one.	2015-08-20
US	43966221	R2V8CHBPXN8GA5	B000LWDCO8	64685310	Mad Catz HD Component Cable for Wii and Wii U	Video Games	5	0	0	N	Y	Five Stars	Item as described. shipped quickly. Would purchase again. A+	2015-08-20
US	12664414	R2LHX50LWWG846	B00JK00S0S	715643191	The Last of Us	Video Games	5	0	0	N	Y	Five Stars	Son loves it!	2015-08-20
US	1515894	R1FNUB4KD40GHQ	B00SXEOOHU	877762129	LEGO Jurassic Parent	Video Games	5	0	0	N	Y	great game	game for my 10 yr old boy. he says it was everything he wanted it to be	2015-08-20
US	14987553	RGUH7DSLX80FI	B00KVSQAGO	816333061	Grand Theft Auto V	Video Games	5	0	0	N	Y	Five Stars	thank you!	2015-08-20
US	20617141	R2E9UHNYL1DG0	B0010ZH3V8	121542730	XFPS 3.0 Sniper - Keyboard & Mouse Adapter for Xbox 360	Video Games	2	0	0	N	Y	Two Stars	Noticeable lag	2015-08-20
US	23268846	RGADPQG0VTTIV	B0050SZ0SY	242374038	Crysis 3	Video Games	5	0	0	N	Y	Five Stars	perfect	2015-08-20
US	29147063	R2VH2EZRIQXBNQ	B00519C7JC	90734488	Call of Duty: Black Ops	Video Games	5	0	0	N	Y	nice.. works fine	nice .. works fine.	2015-08-20
US	49779763	R34HQYE0B5EV5J	B003A71XKQ	688578556	KMD Xbox 360 Live Gaming Headset with Mic	Video Games	1	0	0	N	Y	Spend the money on something better	DOA	2015-08-20
