US	4976017	R398ZS9A8SGE5J	B001JPXTNA	538277435	Black Solid Opaque Thigh High Stockings by Foot Traffic	Shoes	1	1	1	N	Y	I am not happy at all	I am so mad right now. I ordered these and I got tights. I am not happy at all.	2015-08-08
US	15064107	RI8GGSTLLN2H4	B00HDD6T2A	199246913	Crocs Women's Sexi Flip Sandal	Shoes	5	0	0	N	Y	... ankle are a little tight but the shoes fit perfect just a little tight around the	The reason I say somewhat small because the band around the ankle are a little tight but the shoes fit perfect just a little tight around the ankles	2015-08-08
US	14213981	R2MS1I83KTWRSQ	B00LNF1ZGO	703936353	Hot Chocolate Design Chocolaticas Cherry Women's Mary Jane Flat	Shoes	4	3	3	N	Y	Four Stars	I felt like a 71 year old ktd.	2015-08-08
US	97309	R2TPW1C7MSTYUJ	B00V87UD8I	151442975	Littleboutique Classic Studded Women Pumps Pointed Toe Stiletto Party Pumps Evening Dress High Heels nude 9.5	Shoes	4	0	0	N	Y	"The shoes themselves look really great and legit they even have the signature \"paris\" written ..."	The shoes themselves look really great and legit they even have the signature &#34;paris&#34; written inside. I wired them yesterday for the first i was doing a lot of walking so after a couple of hours my feet started to really hurt but i also did forget to wear the insoles. Next i will order a size up though.	2015-08-08
US	42600582	R2XZPCUF8DT42	B00MO75JG2	402772816	Teva Mush II Flip Flop Sandal (Toddler)	Shoes	5	0	0	N	Y	Love these sandals	Love these sandals! My 16mo wears these a lot. They seem comfortable and she has no problems walking (and running)in them!	2015-08-08
US	501913	RTE8K01XE6B34	B00MBR7DFK	720949343	Skechers Kids Twinkle Toes Shuffles Light-Up Sneaker (Little Kid)	Shoes	4	0	0	N	Y	Four Stars	exicting,very fit	2015-08-08
US	30845353	R3Q94B8T17BGRT	B00ET99KBS	557272220	Suvelle Hobo Travel Everyday Shoulder Bag	Shoes	5	3	3	N	Y	Great purchase!!	This purse is so much space and it has all the.  compartments that I need. Is really flexible to put bigger items in and several compartments for credit card ID, side pockets for cell phone, etc. I love it	2015-08-08
US	44553472	R2H5DNCVLZZ24W	B002O8ULEQ	274961211	Ray-Ban Women's 4101 Jackie Ohh Sunglasses	Shoes	4	0	0	N	Y	Four Stars	I love these sunglasses, but they just were not a good fit for my face shape.	2015-08-08
US	19086589	R1TER5NKBMCUF2	B008MPDTHQ	16397373	zeroUV - Oversized High Fashion Designer Inspired Bold Cat Eye Sunglasses Cateyes	Shoes	5	0	0	N	Y	Five Stars	Super chic and cute.	2015-08-08
US	4716796	R2LGY6VPX8RFM	B00ESHA2FO	2060567	Clarks Men's Neelix Fly Navy Suede 11 M US	Shoes	4	0	0	N	Y	I liked it so much	I liked it so much, although it is difficult to put my foot inside the shoe because it is small and there is an empty space between my foot front and the shoe front  (around 2cm)	2015-08-08
US	47918372	R1544ISX3KBT79	B001Q7HL26	555310287	KEEN Women's Venice Sandal	Shoes	5	0	0	N	Y	Comfortable Sandals	My second pair of the Venice Sandal.  Really love them.	2015-08-08
US	789653	R90DD18UJTK57	B00LH7Z2EO	279044943	PUMA GV Special Tom and Jerry Kids Sneaker (Infant/Toddler)	Shoes	5	0	0	N	Y	Five Stars	Love these for my daughter...they look so cute on...great fit and she says they make her run fast!	2015-08-08
US	36072848	R2RENSY81SY74I	B00BTQZ7SY	547174272	Nine West Women's Punchy Ankle-Strap Sandal,Black Leather,7.5 M US	Shoes	5	0	0	N	Y	I was so happy to find these	I have two other pair similar to these, but I needed black.  I was so happy to find these!  I love them!	2015-08-08
US	10605770	R381MWDCQFPTY	B007OMEBFM	259413487	Michael Kors Harper Sunglasses in Tortoise M2789S 206 57	Shoes	4	0	0	N	Y	Four Stars	Low price and good quality,My wife liked my purchase!	2015-08-08
US	47669303	R3TWRFG5UA49Z6	B00J2FLLCU	184553254	Ros Hommerson Chelsea Mary Jane Women's Slip On Shoes	Shoes	2	4	4	N	Y	Cute & well made but caused me blisters	My feet are really narrow in the heel. These shoes were snug in front of foot, but loose in heel (like most flats I try). I started blisters on heels in 10 minutes of walking. In addition, there's  seam on the inside that rubbed my pinky toes. But they're SUPER cute, nice sole, good arch support, if your foot is more normal shaped, might work for you.I'm taking mine to Goodwill.	2015-08-08
US	52958173	R1SUXFDM8T9ABX	B00E0K0CQS	613521930	KEEN Men's Newport H2 Sandal	Shoes	3	0	0	N	Y	Three Stars	Too hot for FL weather.  These were just as hot as shoes to me.	2015-08-08
US	38498730	R1A83QYDYTQ3MB	B00021NY2S	733012927	Buxton Heiress Cardex Wallet, Mahogany, One Size	Shoes	2	0	0	N	Y	very disappointed.	The inside of this wallet is made of thin vinyl and when you place your credit cards in it a few times with will tear and then fall apart, very disappointed.	2015-08-08
US	19362121	R18NMSTKDP9OJK	B006M7JUSI	870583619	Justin Original Work Boots Men's Stampede Boot	Shoes	5	0	0	N	Y	Great buy!	We just received these boots, took exactly a week to arrive from the order date with standard shipping. My boyfriend loves them. He's usually an Ariat fan, but he's really happy with these boots! Bought these for him to wear to work, but thinking about getting a second pair to wear casually!	2015-08-08
US	48604575	R125AE4B71UQBJ	B000F5WW88	628869740	Easy Spirit Women's Romy Walking Shoe	Shoes	5	0	0	N	Y	Great shoes. Have been wearing these for a couple ...	Great shoes. Have been wearing these for a couple of years. Work retail and pound concrete all day. They provide good support and keep my feet comfy all day. Only last about 8 or 9 months, then arch support begins to break down even if exterior still looks good. I will continue to wear these shoes as long as I work in a retail environment.	2015-08-08
US	45733542	R2UQBLN87OSLPZ	B00U4YM6TU	949662968	Mohem Men's Poseidon Fashion Sneakers Casual Walking Shoes Water Shoes	Shoes	5	1	1	N	N	These offer something different	Sent to me for review, the Mohem Men's Poseidon target individuals who want a pair of shoes that can also act as a pair of trainers.<br /><br />They come in a modern box and are hand made of leather and breathable lycra cloth.<br /><br />They are a smart and stylish pair of shoes / trainers and they are very lightweight, relatively thin and flexible.<br /><br />It's well made with good attention for detail and the quality of stitching gives them a look of good durability.<br /><br />The size 10 received looked the same in person as they did in the Amazon photos and the fit on a size 10 feet was good.<br /><br />They were more comfortable and light on the feet than shoes and were used in work with no issues. Although they were not able to take the place of trainers when used for more active events, they did offer more than shoes do in the lightweight and flexibility department and if you want something different then these do offer someone different.<br /><br />Verdict: 4.5/5	2015-08-08
US	45777196	R1ESKT76H8KM3B	B00DXU1ED6	95830467	Clarks Women's Orlanda Wedge Sandal	Shoes	3	0	0	N	Y	Not as cute as they look	The shoes are okay.  Made good because they are Clarks. They are cuter in the picture than in person. I will keep them.	2015-08-08
US	38464042	ROVJFLRNWOAM9	B00X6B3FDE	274407087	New Large Women's Leather Organizer Purse Shoulder Bag Cross Body Handbag	Shoes	1	0	1	N	Y	One Star	Product is completely different from the advertisement.	2015-08-08
US	45174888	R1JE6CUBCB8OPC	B0002PW82G	923668286	"Carolina 1809 Mens 8\" Domestic Steel Toe Work Boot"	Shoes	5	1	1	N	Y	Great Boot. Worth the $$$.	This is my second pair of 1809's. I love them. I work on a rock crusher so I can tear some boots up. These hold together well and most importantly are made in the USA.	2015-08-08
US	502582	R38OHZKAF8T2S3	B00CX9GH0S	333168983	5.11 Tactical Men's Recon Trainer Cross-Training Shoe	Shoes	5	0	0	N	Y	Five Stars	Fit great, very comfortable shoe to wear during 12 hr shifts.	2015-08-08
US	51232027	R19EUMPBHJRDC2	B00E0JG6J6	613521930	KEEN Men's Newport H2 Sandal	Shoes	5	0	0	N	Y	Five Stars	Love these sandals	2015-08-08
US	24477919	RP5VGN0HORY5	B00QQPGZUM	613032963	Fut Glove Women's Warrior Five Toe Athletic Shoes	Shoes	2	0	0	N	Y	Two Stars	one shoe fits the other is bad news must return!	2015-08-08
US	50785370	R1LJ4LLXJSVFKN	B00KWKLTQW	175861068	Chaco Women's Z/1 Unaweep Sandal	Shoes	5	0	0	N	Y	fantastic sandals	I gave them as a gift to a friend who has never had any good shoes. she raves about them, and wears them constantly. my pair lasted 10 years.	2015-08-08
US	22288336	R2QNQAMBH6Q495	B00UHT2WUA	454124901	MultiSac Zippy Hunter Crossbody Handbag One Size Denim blue	Shoes	5	9	10	N	Y	Couldn't love this bag more	Couldn't love this bag more. Not too bulky and not too small.  Love that it wipes clean easily, soft leather feel. It's loaded with pockets and very sturdy. There's a slit pocket on the back that I can easily slide my iPhone into for quick access. Wish it came in more colors.	2015-08-08
