US	3943150	R28B5M9L6YGBO5	B0017TU2HE	73229477	Reach Access Flosser	Beauty	5	0	0	N	Y	Five Stars	Excellent	2015-08-14
US	29162699	R1K8D7JNGA4AGG	B002B4O7XE	976944305	e.l.f. Under Eye Concealer and Highlighter, 0.17 Ounce	Beauty	5	0	0	N	Y	LOVE IT	This is the best. The white is really white and the concealer is really a good color. I love this product.	2015-08-14
US	14911107	R18ZAG8RCQBPUM	B001U7PHV4	642653822	Mary Kay Creme Lipstick - Apple Berry	Beauty	2	0	0	N	Y	Two Stars	Not the best lip stick applicator.  Easily broken if applied with any type of pressure.	2015-08-14
US	42719089	R33AHGYTL4K5G5	B0009MFUPO	740523444	Philips Norelco HQ9 SpeedXL Replacement Heads	Beauty	5	0	0	N	Y	Five Stars	Just as ordered and expected.	2015-08-14
US	41541521	R31ZBQ2DCBJWM8	B003U5XH70	39892270	VMV Hypoallergenics Essence Skin-Saving Volumising Milk Conditioner, 8.5 Fluid Ounce	Beauty	4	0	0	N	Y	This is the first one I tried that didn't suck. I have long	I was recently diagnosed with contact dermatitis and given a very short list of shampoos and conditioners that are safe for me to use.  This is the first one I tried that didn't suck.  I have long, somewhat fine hair, and it was easy to comb after using this conditioner (unlike the Free & Clear conditioner, which left my hair a tangled mess).  My only complaint is that it's really thick, and therefore hard to get out of the bottle.	2015-08-14
US	26407679	RGC31SYJ1B5FD	B0094KPK70	949831263	Miss Jessies Pillow Soft Curls	Beauty	1	1	2	N	Y	Scent is overpowering.	Doesn't hold my curls well but the worst part is the smell. I get a bad headache every time I use this stuff from the scent of it.	2015-08-14
US	14959334	RFDCFD7H3ZQNN	B00178MHNM	413233544	CoverGirl Continuous Color Lipstick,Toasted Almond 795 0.13 oz (3 g)	Beauty	5	0	0	N	Y	Five Stars	A very nice lipstick.	2015-08-14
US	23692004	R29ST9MRL44FYL	B00UN6AHGI	787378630	Beau Belle Contour Kit - Contour Palette - Contouring Kit - Contouring Palette - Contouring Makeup - Professional Contour Kit - Professional Contour Palette - Contour Kit Cream	Beauty	5	1	2	N	Y	I had no problems with this seller so I would absolutely recommend them. Thanks a lot	This item was really worth my money! I was surprised that the shades were exactly what I expected and even more surprised that it shipped so fast! I had no problems with this seller so I would absolutely recommend them. Thanks a lot!<br /><br />Mel	2015-08-14
US	2474857	R2VNBRC2JG8D9T	B00O3ILA5Y	115779346	Stretch Mark Cream for Women Thighs, Legs, Stomach - Mother’s Select Stretchmark & Cellulite Complex - For Pregnancy, Slimming, Firming, Removal, Tightening, Hydration, Unsightly Scars, & Fat Deposits	Beauty	5	1	1	N	Y	Five Stars	I loved it. It worked great!	2015-08-14
US	47122888	RYETCTOI1ATSM	B00QPTL6JO	221636436	Exfoliating Facial Scrub by Beauty Facial Extreme.	Beauty	4	1	1	N	Y	A small amount goes a long way, and the ...	A small amount goes a long way, and the skin feels clean and ready for moisturizing or make-up. Have used it as directed for 4 or 5 weeks, but I am not sure if it's really effective as they claim for reducing scars or dark spots.	2015-08-14
